,Unnamed: 0,Passages,Force,Explicit_Lack_Of_Consent,Threat,Authority,Minor_Injury,Threat_Other,count,Minor,Silent,Severe_Injury,Not_Conscious,clean
1451,1451,"Well...this past Sunday,W and I had link up for sex and hang out with him and C.W and I were having sex until he told me to get on my stomach while arching my back.He grab the bottle of lube,pour some of it on my ass,rub his hand down on my ass,put that bottle down and start to stick himself him.

I didn't feel him slide in until I feel pain in my ass.I turn to look at him and ask him what is he doing.He say shhh,let me fuck that ass for a good minute or two.I told him that I don't want to do anal and it hurts.I also told him to stop but he refused to do so!He had thrusts himself inside of me too rough and I have jumped at every thrust he did.

I had tried to move away from W but he pull me back saying stop running from this monster.I keep bagging him to stop but didn't stop there.He told me to get up and he pushed me face forward to the wall.He did vaginal for a little while until he slide himself back in my ass.It hurts so bad that I keep jumping and begging him to stop.He say ite gurl and back off from me.He had cum outside of me,clean himself off,pull his pants up and left out of the room.I feel so uncomfortable about it and I had pull C to the side about W doing that to me.C was surprised that W had did that and wondering why he did it.
",1,1,,,,,,,,,,well this past sunday w and i had link up for sex and hang out with him and c w and i were have sex until he told me to get on my stomach while arch my back he grab the bottl of lube pour some of it on my ass rub his hand down on my ass put that bottl down and start to stick himself him i didn feel him slide in until i feel pain in my ass i turn to look at him and ask him what is he do he say shhh let me fuck that ass for a good minut or two i told him that i don want to do anal and it hurt i also told him to stop but he refus to do so he had thrust himself insid of me too rough and i have jump at everi thrust he did i had tri to move away from w but he pull me back say stop run from this monster i keep bag him to stop but didn stop there he told me to get up and he push me face forward to the wall he did vagin for a littl while until he slide himself back in my ass it hurt so bad that i keep jump and beg him to stop he say ite gurl and back off from me he had cum outsid of me clean himself off pull his pant up and left out of the room i feel so uncomfort about it and i had pull c to the side about w do that to me c was surpris that w had did that and wonder whi he did it
1452,1452,I (21F) was raped by one of my guy friends (22M) when (as a friend group) we went out a few days ago. I was completely blacked out and was brought to his backyard where we apparently did things. My friends were inside the house and when they went looking for us they saw him and not me and decided to leave without making sure that I was okay. I have bruises all over my body and did not know that anything had happened until I woke up the next morning and peed and realized I felt sore. One of my friends have history with the guy and freaked out about us “hooking up” and is refusing to see my side. My issue is that I have a boyfriend and I know I was in no shape to give consent because my body was limp. I don’t remember leaving the bar that night.,1,,,,,,,,,,1,i f was rape by one of my guy friend when as a friend group we went out a few day ago i was complet black out and was brought to his backyard where we appar did thing my friend were insid the hous and when they went look for us they saw him and not me and decid to leav without make sure that i was okay i have bruis all over my bodi and did not know that anyth had happen until i woke up the next morn and peed and realiz i felt sore one of my friend have histori with the guy and freak out about us hook up and is refus to see my side my issu is that i have a boyfriend and i know i was in no shape to give consent becaus my bodi was limp i don rememb leav the bar that night
1453,1453,"

When I was 8 I was at day care and one of the older boys had a crush on me. He was 11 and incredibly tall for his age. At the time I thought boys were gross and had no interest in him at all. The other older kids thought it was funny though and dared him $1 to pull me into the bathroom and kiss me for 7 minutes in heaven. None of the teachers were really paying attention and didn’t really care much for their jobs obviously. The older kids lured me in and said we were gonna play bloody marry and I wanted to prove I wasn’t scared. I went in the dark bathroom and he was just sitting in there. He grabbed me and held me down and told me he liked me so much and just wanted me to feel the same. I called him a freak and he kissed me. I was fighting him but I honestly stood no chance and he ended up sticking his hand down my pants. He literally rubbed me and touched me till I was raw and bleeding. It hurt to walk I could not stop crying. When he finally stopped he told me if I didn’t stop crying he would kill me. He told me to walk out of the bathroom and tell everyone I liked it or else. He whipped my face and pushed me out. I just said I liked it to the big kids who could not stop laughing at me and ran back to my friends to play blocks or something. I completely pushed this out of me head. I forced myself to be ok and I told myself that it was not a big deal.
",1,1,,,,,,1,,,,when i was i was at day care and one of the older boy had a crush on me he was and incred tall for his age at the time i thought boy were gross and had no interest in him at all the other older kid thought it was funni though and dare him to pull me into the bathroom and kiss me for minut in heaven none of the teacher were realli pay attent and didn realli care much for their job obvious the older kid lure me in and said we were gonna play bloodi marri and i want to prove i wasn scare i went in the dark bathroom and he was just sit in there he grab me and held me down and told me he like me so much and just want me to feel the same i call him a freak and he kiss me i was fight him but i honest stood no chanc and he end up stick his hand down my pant he liter rub me and touch me till i was raw and bleed it hurt to walk i could not stop cri when he final stop he told me if i didn stop cri he would kill me he told me to walk out of the bathroom and tell everyon i like it or els he whip my face and push me out i just said i like it to the big kid who could not stop laugh at me and ran back to my friend to play block or someth i complet push this out of me head i forc myself to be ok and i told myself that it was not a big deal
1454,1454,"

I encouraged her because I thought it would be fun, they would get closer to each other, and that kind of stuff perfectly knowing they would eventually have sex (her first time). I didn't forced her tho. So she did it, he came to her house. Had sex. Turn out he raped her.

She told me later. She was drunk, highly drunk at my birthday's party - so few months after it happened",1,,,,,,,,,,1,i encourag her becaus i thought it would be fun they would get closer to each other and that kind of stuff perfect know they would eventu have sex her first time i didn forc her tho so she did it he came to her hous had sex turn out he rape her she told me later she was drunk high drunk at my birthday parti so few month after it happen
1455,1455,"

Then on Saturday - this guy who didn’t really chat much asked me to meet him in a hotel about an hour away. We’d already said that if we met, I didn’t want anal. I don’t enjoy it, haven’t done it for 15+ years. And don’t want it.

When I got to the room he said don’t worry I haven’t brought lube I know you don’t want me in your arse.

We had sex, then a drink and chatted a bit.

Then he became aroused again.
We began to have sex, then he asked me to turn, then he flipped me over so I was laying on my front. He pulled me up by my hips, entered me from behind. Again, fine. Didn’t think anything of it until he pulled out and slammed into my anus. No lube. It hurt. I couldn’t pull away cos he wrapped my hair around his fist. Some was torn out. I was begging him to just please stop but he just so wild and didn’t listen.

Then I was on my back, in agony crying. He was on top of me and he started to choke me. I don’t really know what happened after that, but when I woke up I had a split lip, bruised eye. And today bruises over my breasts, thighs, arms.
",1,1,,,1,,,,,,1,then on saturday this guy who didn realli chat much ask me to meet him in a hotel about an hour away we d alreadi said that if we met i didn want anal i don enjoy it haven done it for year and don want it when i got to the room he said don worri i haven brought lube i know you don want me in your ars we had sex then a drink and chat a bit then he becam arous again we began to have sex then he ask me to turn then he flip me over so i was lay on my front he pull me up by my hip enter me from behind again fine didn think anyth of it until he pull out and slam into my anus no lube it hurt i couldn pull away cos he wrap my hair around his fist some was torn out i was beg him to just pleas stop but he just so wild and didn listen then i was on my back in agoni cri he was on top of me and he start to choke me i don realli know what happen after that but when i woke up i had a split lip bruis eye and today bruis over my breast thigh arm
1456,1456,"at im 13 (14 in November) and in 8th grade. The guy who did this is 16 and a sophomore in high school. I know him because he’s friends with my brother and comes over often. Until 2 weeks ago, I don’t think that I ever talked to him. So 2 weeks ago he and a few other of my brother’s friends came to our house and were going to stay the night. My room is all the way at the end of the hallway and my brother’s room is pretty close. I was awake until 3:00 A.M when they finally stopped yelling at the tv and I guessed they had fallen asleep. I started to fall asleep at 4:00, but I was woken up by the friend soon after. He told me to sit upright. I was confused and I shook my head, but he kept telling me to listen to him. After him saying it a few times, I finally decided just to listen. I thought maybe my brother and his friends weren't asleep and were playing a game and they told him to do this. I sat up and he sat down next to me. He kept saying I was pretty and complimented me while touching my back. I didn’t really know what was happening and I was half asleep, so I didn’t say anything. After about 5 minutes of that he started reaching for my shirt. He tried to pull it up but I slapped his hand and said no. Him doing that sorta got me out of that sleepy and confused state of mind. He tried to do it again but again I slapped his hand. The third time he did it he grabbed my wrist when I tried to hit him and pushed me down. I tried to yell but he used his other hand to cover my mouth and told me that he would hurt me if I woke anyone up. He took off my clothes and im sure you can guess what happened after that. The whole thing lasted around 15 minutes but it felt like hours. When he was done he put his clothes back on and left. I sat there and cried for the rest of the morning. He acted like nothing happed for the rest of the time he stayed. He left that afternoon and I haven’t told anyone. I",1,1,,,,,,1,,,,at im in novemb and in th grade the guy who did this is and a sophomor in high school i know him becaus he friend with my brother and come over often until week ago i don think that i ever talk to him so week ago he and a few other of my brother friend came to our hous and were go to stay the night my room is all the way at the end of the hallway and my brother room is pretti close i was awak until a when they final stop yell at the tv and i guess they had fallen asleep i start to fall asleep at but i was woken up by the friend soon after he told me to sit upright i was confus and i shook my head but he kept tell me to listen to him after him say it a few time i final decid just to listen i thought mayb my brother and his friend weren asleep and were play a game and they told him to do this i sat up and he sat down next to me he kept say i was pretti and compliment me while touch my back i didn realli know what was happen and i was half asleep so i didn say anyth after about minut of that he start reach for my shirt he tri to pull it up but i slap his hand and said no him do that sorta got me out of that sleepi and confus state of mind he tri to do it again but again i slap his hand the third time he did it he grab my wrist when i tri to hit him and push me down i tri to yell but he use his other hand to cover my mouth and told me that he would hurt me if i woke anyon up he took off my cloth and im sure you can guess what happen after that the whole thing last around minut but it felt like hour when he was done he put his cloth back on and left i sat there and cri for the rest of the morn he act like noth hap for the rest of the time he stay he left that afternoon and i haven told anyon i
1457,1457,"This is terrifying to post but I just feel so disgusting right now. I used to babysit for family friends of mine. Today I went to hang out at their house, like I do often, and (let's call him) Jake, got very touchy with me. He's been this way since he was younger, he'll grab people's butts, even relatives, he'll hump peoples legs and everyone just laughs and tells him to stop. He used to flash people his junk as a kid too, including me.

But today we were watching a movie on the couch, he got under the blanket we were sharing and I was wearing loose shorts, he put his hand up my pants and worked his way into my underwear. I forced his arm away and said no. Nobody else there really paid attention. He kept doing it. He put his arm back and did it again. He was moving his hand feeling around I finally said ""please get off of me, I have to go use the bathroom"" and I did. And I sat far away from him when I came back.

I'm a 22 year old girl. He's a 13 year old boy. What the fuck. Where do I even go from here? What do I even do about this? I feel like a fucking pervert? What the fuck I didn't want this.",1,1,,,,,,,,,,this is terrifi to post but i just feel so disgust right now i use to babysit for famili friend of mine today i went to hang out at their hous like i do often and let call him jake got veri touchi with me he been this way sinc he was younger he ll grab peopl butt even relat he ll hump peopl leg and everyon just laugh and tell him to stop he use to flash peopl his junk as a kid too includ me but today we were watch a movi on the couch he got under the blanket we were share and i was wear loos short he put his hand up my pant and work his way into my underwear i forc his arm away and said no nobodi els there realli paid attent he kept do it he put his arm back and did it again he was move his hand feel around i final said pleas get off of me i have to go use the bathroom and i did and i sat far away from him when i came back i a year old girl he a year old boy what the fuck where do i even go from here what do i even do about this i feel like a fuck pervert what the fuck i didn want this
1458,1458,"

I walked into his room and he was in the shower I sat on his bed waiting for him to come out. He walked out in a towel and I jumped up and he hugged me with the towel on and said “Hey give me a second” He grabbed his clothes of his bed and turned around to go back into the bathroom. He then turned and looked at me and said “Wow Cyn you look good” I said, thank you and sat back down. He then put his clothes back on the bed and approached me. He said the words that are forever in my mind. “I know you use to have a crush on me” This is a sentence I will always remember as the scariest words a man has ever said to me. He then approached me sitting on the bed and sat on me (with his towel on). I told him to stop playing with me and get off me. He then pushed me back and as I put my hands out to push him off me, he grabbed both my hands with just one of his. With his free hand pushed my skirt up my underwear to the side and I started to fight harder, so hard he had to use both hands to restrain me. He still managed to push inside me the whole time saying to me “How does it feel to finally fuck me” I cried and told him he was hurting me, he said “I have a big dick so it’s going to hurt” he continued to rape me. When he was finally done and finally released me and got off me, I ran out of his room to the front door before he could stop me and then I realized it was locked, It was deadbolt locked.
",1,1,,,,,,,,,,i walk into his room and he was in the shower i sat on his bed wait for him to come out he walk out in a towel and i jump up and he hug me with the towel on and said hey give me a second he grab his cloth of his bed and turn around to go back into the bathroom he then turn and look at me and said wow cyn you look good i said thank you and sat back down he then put his cloth back on the bed and approach me he said the word that are forev in my mind i know you use to have a crush on me this is a sentenc i will alway rememb as the scariest word a man has ever said to me he then approach me sit on the bed and sat on me with his towel on i told him to stop play with me and get off me he then push me back and as i put my hand out to push him off me he grab both my hand with just one of his with his free hand push my skirt up my underwear to the side and i start to fight harder so hard he had to use both hand to restrain me he still manag to push insid me the whole time say to me how doe it feel to final fuck me i cri and told him he was hurt me he said i have a big dick so it go to hurt he continu to rape me when he was final done and final releas me and got off me i ran out of his room to the front door befor he could stop me and then i realiz it was lock it was deadbolt lock
1459,1459,My neighbor has been touching me he is denying it and everyone thinks I am joking.,1,,,,,,,,,,,my neighbor has been touch me he is deni it and everyon think i am joke
1460,1460,"Last month my girlfriend got drunk pretty heavily and proceeded to get wild and violent. I wasn't willing to have intercourse at the time and she pretty much forced me to engage in it with her. I was understandably distraught but she apologized the next day citing her drunkenness as an excuse. Ever since the incident, I haven't able to maintain an erection and feel scared when I'm alone with my girlfriend. I'm not sure what I should do so here I am. Please advice.",1,,,,,,,,,,,last month my girlfriend got drunk pretti heavili and proceed to get wild and violent i wasn will to have intercours at the time and she pretti much forc me to engag in it with her i was understand distraught but she apolog the next day cite her drunken as an excus ever sinc the incid i haven abl to maintain an erect and feel scare when i alon with my girlfriend i not sure what i should do so here i am pleas advic
1461,1461,you wouldn’t tell someone who’s been stabbed “are you sure you didn’t want to be stabbed? because you didn’t shout no when he attacked you from behind.”,,,,,,,,,,1,,you wouldn tell someon who been stab are you sure you didn want to be stab becaus you didn shout no when he attack you from behind
1462,1462,"

So I walking home from school and I have this feeling someone follow me. I think ""oh, must be chance"" so I go to get away from guy, to see if he go past me. I turn and he shoot his ...uh... sperm at me and runs past me. I am in shock and stop to clean up, and I think oh he just want to do that. WRONG! ...and next I know he came back and att... all I can do is cry.

",1,,,,,,,1,,,,so i walk home from school and i have this feel someon follow me i think oh must be chanc so i go to get away from guy to see if he go past me i turn and he shoot his uh sperm at me and run past me i am in shock and stop to clean up and i think oh he just want to do that wrong and next i know he came back and att all i can do is cri
1463,1463,"

The second time I didn't wanna do too much, and got kinda weird vibes and tried to leave, he didn't take that well. Was held down and forced to do a lot of disgusting stuff, and the night just seemed to drag on and never end. I cried and begged for him to stop. I was also too scared to run out since he tore off my clothes, and I didn't wanna risk him seeing me text someone for help, so I stupidly just wrote a friend that we'd need to talk.
",1,1,,,,,,,,,,the second time i didn wanna do too much and got kinda weird vibe and tri to leav he didn take that well was held down and forc to do a lot of disgust stuff and the night just seem to drag on and never end i cri and beg for him to stop i was also too scare to run out sinc he tore off my cloth and i didn wanna risk him see me text someon for help so i stupid just wrote a friend that we d need to talk
1464,1464,"But you didn't stop. And I said it again. And again. And again.
It wasn't until I made you stop that you did. Even then you wanted back inside.",1,1,,,,,,,,,,but you didn stop and i said it again and again and again it wasn until i made you stop that you did even then you want back insid
1465,1465,"
Not from someone I called ""friend"". I trusted you. For years. Never would have suspected you would ignore me when I said no. Especially because at one time, you and I did have a consensual encounter, which confuses me more.
",1,1,,,,,,,,,,not from someon i call friend i trust you for year never would have suspect you would ignor me when i said no especi becaus at one time you and i did have a consensu encount which confus me more
1466,1466, I threw myself on the ground and grabbed the edge of the wall while he attempted to drag me into his room.,1,1,,,,,,,,,,i threw myself on the ground and grab the edg of the wall while he attempt to drag me into his room
1467,1467,"Roughly about 1 in the morning I heard knocking at the door I looked through the window and saw the dad I never really spoke to him I only saw him on a few occasions I mainly spoke to the mother so I was surprised to see him back without her. I of course let him in and expected him to go to his room but he followed me into the living room. I got back under the blankets while he sat on the other sofa we chatted for about 20 minutes mainly meaningless conversation like ""how do you find school? Got any friends? Hows your family?"" Then it got a bit uncomfortable ""do you have a boyfriend"" I have never had a boyfriend and I told him a quick no.

He began to tell me that I was beautiful and he was surprised I didn't have a boyfriend. I quite liked the compliment no one has ever really called me beautiful before he told me I was amazing.",,,,,,,,,,,,rough about in the morn i heard knock at the door i look through the window and saw the dad i never realli spoke to him i onli saw him on a few occas i main spoke to the mother so i was surpris to see him back without her i of cours let him in and expect him to go to his room but he follow me into the live room i got back under the blanket while he sat on the other sofa we chat for about minut main meaningless convers like how do you find school got ani friend how your famili then it got a bit uncomfort do you have a boyfriend i have never had a boyfriend and i told him a quick no he began to tell me that i was beauti and he was surpris i didn have a boyfriend i quit like the compliment no one has ever realli call me beauti befor he told me i was amaz
1468,1468," He put his hand on my thigh and put rubbed it. I didn't know what to do so I let it happen.
",1,,,,,,,,,,,he put his hand on my thigh and put rub it i didn know what to do so i let it happen
1471,1471,"I just spent the last 5 days in Las Vegas for a friend's wedding and the 2nd night I was raped by the photographer while I was highly intoxicated. I came to only once that I remember as of right now but it only lasted a few seconds. We believe the whole thing was set up between he and the female that recommended him to the bride. She had personally walked him to my bedroom and told him he could go lay with me, then when my friends tried to stop it, she insisted then that she and I had discussed it earlier that day and I was okay with it..",1,,,,,,,,,,1,i just spent the last day in las vega for a friend wed and the nd night i was rape by the photograph while i was high intox i came to onli onc that i rememb as of right now but it onli last a few second we believ the whole thing was set up between he and the femal that recommend him to the bride she had person walk him to my bedroom and told him he could go lay with me then when my friend tri to stop it she insist then that she and i had discuss it earlier that day and i was okay with it
1472,1472,"I hate myself. And I'm finally ready to tell people why.

At the time, I was 17 and had just graduated high school and as most Australians who've graduated do, I went to Leavers. For those who aren't Australian a little context as you'll need it. Leavers is basically a huge party for 17 and 18 year olds who've graduated to let off steam in different parts of the country. Picture several massive house parties (by massive, we're talking easily 10,000 plus people), on the streets and lasting about a week. I'm sure some of you can already see where this is going.

It was maybe the third or fourth night. I was out with friends, drinking as you do (there are police who are supposed to stop underage drinking, but since when have police stopped underaged people drinking?). Met a guy from another school, got to talking, then making out, then he started touching me and I told him to stop. And he did. He left and I thought all was fine. I started feeling unwell a little later and decided to go back to my accommodation. Alone.

That was the critical mistake. He didn't leave. He just waited for me to leave. He followed me back, waited for me to open the door. Then he came up behind me and forced me inside. I'm sure I don't need to go into specifics about he did to me, but he was violent. He'd stuffed my mouth with my panties so I couldn't scream while he raped me, but his forcefulness along with the alcohol caused me to vomit, forcing them out. And he just held my head down in it until he was done.
",1,1,,,,,,1,,,,i hate myself and i final readi to tell peopl whi at the time i was and had just graduat high school and as most australian who graduat do i went to leaver for those who aren australian a littl context as you ll need it leaver is basic a huge parti for and year old who graduat to let off steam in differ part of the countri pictur sever massiv hous parti by massiv we re talk easili plus peopl on the street and last about a week i sure some of you can alreadi see where this is go it was mayb the third or fourth night i was out with friend drink as you do there are polic who are suppos to stop underag drink but sinc when have polic stop underag peopl drink met a guy from anoth school got to talk then make out then he start touch me and i told him to stop and he did he left and i thought all was fine i start feel unwel a littl later and decid to go back to my accommod alon that was the critic mistak he didn leav he just wait for me to leav he follow me back wait for me to open the door then he came up behind me and forc me insid i sure i don need to go into specif about he did to me but he was violent he d stuf my mouth with my panti so i couldn scream while he rape me but his forc along with the alcohol caus me to vomit forc them out and he just held my head down in it until he was done
1473,1473,"

About six months ago, I was raped by a now ex boyfriend. He did it in a room with five other people, he pulled my boxers down, raped me from behind, and made me swallow. We were drunk, I said no at least four times. ",1,1,,,,,,,,,,about six month ago i was rape by a now ex boyfriend he did it in a room with five other peopl he pull my boxer down rape me from behind and made me swallow we were drunk i said no at least four time
1474,1474,"
Last night was bad. She went to a party with some friends, nothing unusual, but she got very drunk and crashed at the place. I didn't mind, because she has a pretty tight-knit group of friends and I don't mind her sleeping over at their places when she gets too drunk to drive herself home. Last night there were several guys and gals that spent the night, and as I always do I said goodnight and told her to get home safe in the morning.


She was trying to sleep off the alcohol when one of the guys she knows from her military base got in bed with her. She would try to push him off, but he just held her tighter and tighter. She was asking to leave, to go home, and he basically got on top of her and essentially raped her. The whole time she was begging for him to stop, saying she had a boyfriend, but he said nothing and just went at it. This is literally making me sick to write.

She was able to break free at one point and dipped out of the house, leaving her phone charger and glasses at the house, whose owner was good friends with the rapist and would have him over regularly. She walked all the way home in the Washington winter cold and that's when she called and texted me, but I was already asleep.
",1,1,,,,,,,,,,last night was bad she went to a parti with some friend noth unusu but she got veri drunk and crash at the place i didn mind becaus she has a pretti tight knit group of friend and i don mind her sleep over at their place when she get too drunk to drive herself home last night there were sever guy and gal that spent the night and as i alway do i said goodnight and told her to get home safe in the morn she was tri to sleep off the alcohol when one of the guy she know from her militari base got in bed with her she would tri to push him off but he just held her tighter and tighter she was ask to leav to go home and he basic got on top of her and essenti rape her the whole time she was beg for him to stop say she had a boyfriend but he said noth and just went at it this is liter make me sick to write she was abl to break free at one point and dip out of the hous leav her phone charger and glass at the hous whose owner was good friend with the rapist and would have him over regular she walk all the way home in the washington winter cold and that when she call and text me but i was alreadi asleep
1475,1475,"
One day when I was at my friend's with her brother, it was just me and him because he gave me a ride after school, the unspeakable happened. This guy who was almost 20 while I was 14 raped me. Held me down and took my virginity. He covered my mouth so I couldn't scream but his hand would slip so he ended up also covering my nose at times, effectively making it impossible to breath. I trusted him, thought he was my friend, even had a bit of a crush on him but knew he was too old for me at the time so never mentioned it to anyone except my so-called best friend (who was his sister).
",1,,,,,,,1,,,,one day when i was at my friend with her brother it was just me and him becaus he gave me a ride after school the unspeak happen this guy who was almost while i was rape me held me down and took my virgin he cover my mouth so i couldn scream but his hand would slip so he end up also cover my nose at time effect make it imposs to breath i trust him thought he was my friend even had a bit of a crush on him but knew he was too old for me at the time so never mention it to anyon except my so call best friend who was his sister
1477,1477,"Later that week, I was in the fraternity house cleaning the bathroom around 3pm since my professor cancelled class. The house was empty since most brothers have class at that time. I was checking the downstairs toilet when several larger men came through the door wearing those eery Guy Fawkes masks. (Mind you, I am 5'4, 140lbs) One of them hit me across the face with a sex toy in the shape of a very large penis and said ""you like ratting like a bitch?"" I tried to get up and run but they blocked me. The same guy said ""if you make a f-cling noise, this is going up your ass, rat."" I began crying and they all laughed. I was then made to get in the bathtub and undress. They laughed at the size of my penis and threatened me with anal penetration if I did not touch myself, so I did. I was unable to finish as they instructed, so the tallest one told me to get on my knees. I begged them not to do this. I offered money I didn't have. But they wouldnt have it. The taller man then pulled his pants down and said ""either open your mouth or bend over. Your choice, rat."" I could not move at that point. He then grew impatient and forced his penis into my mouth so far that I gagged. He then held my head against the shower wall as he thrusted into my mouth. Two others forced me to bend against my will and one of them began to put his fingers in my rectum. The pain was unbearable so he ran the shower on me and began to inch the large sex toy into me. I screamed but it was muffled by the other's penis. After a few minutes of toy assault, the four other men in the bathroom took turns raping me until the man who was in my mouth pulled out and said ""my turn."" It was at this point that he made a point to show me how much bigger he was. He ordered me to ""lick it."" I did, reluctantly. I was completely frozen, hoping this would end soon. He then went behind me with the shower still running, flipped me on my back, and while two other men held my legs up, he penetrated me. I screamed so loud but no one heard me since the bathroom is in the basement. I felt as if I would prefer death. He forced me to make eye contact with him or else he wouldn't stop. He made me watch him rape me. I was completely and totally helpless. He then kicked the rest of the men out of the room and began to try and kiss me as he raped me. He grabbed my throat and squeeze so hard that I could've passed out. He then began shoving his tongue into my throat and ordered me to ""beg like a rat."" I didn't know what that meant so he hit me and thrusted harder. I cannot describe the pain. He then made me ""moan like a bitch."" It was at this point that he struck me in the head and I must have lost consciousness. I woke up hours later. It was dark outside when I woke up. There was dried blood around my rectum. Standing up hurt immensely. I looked at myself in the mirror to find that the men had ejaculated all over me. It was dried in my hair, face, clothes, and ears. When I spit, it was in my mouth and I also found it dried all over my crotch area. It felt unreal. I managed to get my ripped clothes on and I walked all the way to campus security office down the road, still covered in my attacker's semen. The police helped me to the hospital where they were able to take samples of the semen left on and in me.",1,,,,,,,,,,1,later that week i was in the fratern hous clean the bathroom around pm sinc my professor cancel class the hous was empti sinc most brother have class at that time i was check the downstair toilet when sever larger men came through the door wear those eeri guy fawk mask mind you i am lbs one of them hit me across the face with a sex toy in the shape of a veri larg peni and said you like rat like a bitch i tri to get up and run but they block me the same guy said if you make a f cling nois this is go up your ass rat i began cri and they all laugh i was then made to get in the bathtub and undress they laugh at the size of my peni and threaten me with anal penetr if i did not touch myself so i did i was unabl to finish as they instruct so the tallest one told me to get on my knee i beg them not to do this i offer money i didn have but they wouldnt have it the taller man then pull his pant down and said either open your mouth or bend over your choic rat i could not move at that point he then grew impati and forc his peni into my mouth so far that i gag he then held my head against the shower wall as he thrust into my mouth two other forc me to bend against my will and one of them began to put his finger in my rectum the pain was unbear so he ran the shower on me and began to inch the larg sex toy into me i scream but it was muffl by the other peni after a few minut of toy assault the four other men in the bathroom took turn rape me until the man who was in my mouth pull out and said my turn it was at this point that he made a point to show me how much bigger he was he order me to lick it i did reluct i was complet frozen hope this would end soon he then went behind me with the shower still run flip me on my back and while two other men held my leg up he penetr me i scream so loud but no one heard me sinc the bathroom is in the basement i felt as if i would prefer death he forc me to make eye contact with him or els he wouldn stop he made me watch him rape me i was complet and total helpless he then kick the rest of the men out of the room and began to tri and kiss me as he rape me he grab my throat and squeez so hard that i could pass out he then began shove his tongu into my throat and order me to beg like a rat i didn know what that meant so he hit me and thrust harder i cannot describ the pain he then made me moan like a bitch it was at this point that he struck me in the head and i must have lost conscious i woke up hour later it was dark outsid when i woke up there was dri blood around my rectum stand up hurt immens i look at myself in the mirror to find that the men had ejacul all over me it was dri in my hair face cloth and ear when i spit it was in my mouth and i also found it dri all over my crotch area it felt unreal i manag to get my rip cloth on and i walk all the way to campus secur offic down the road still cover in my attack semen the polic help me to the hospit where they were abl to take sampl of the semen left on and in me
1478,1478,"


Then after more blowjob positions, he told me to lie on my back and rub his dick on my clit. I was frustrated at receiving no stimulation from him, so I did it, which was a bad idea because his dirty dick might have herpes. When I lay down, he looked at me and said that I look better without clothes and in fact had looked FRUMPY the day before.

Then I stimulated myself. As soon as I came, he slid his bare dick in.

At the moment when my judgment was most prohibited. That was pre-meditated.

He asked if he should take it out. I said, ""Wait, wait, wait.""

My choices at that point were to go home and cry or to brush off assault. 

""Wait isn't stop."" Then he pulled me up, kissed me, and said, ""I've never cum with a condom.""

""Whatever. I hate condoms. Just come on my tits.""

He lay down and moved my hips. Two or three minutes later, he lifted my hips. When I didn't respond to that ""communication,"" he yelled, ""GET OFF!"" and I jumped off and looked down to see him already cumming.

I freaked out internally but tried to stay calm. Had he cum inside me? I asked if I had gotten off soon enough.

""I think so.""

",1,1,,,,,,,,,,then after more blowjob posit he told me to lie on my back and rub his dick on my clit i was frustrat at receiv no stimul from him so i did it which was a bad idea becaus his dirti dick might have herp when i lay down he look at me and said that i look better without cloth and in fact had look frumpi the day befor then i stimul myself as soon as i came he slid his bare dick in at the moment when my judgment was most prohibit that was pre medit he ask if he should take it out i said wait wait wait my choic at that point were to go home and cri or to brush off assault wait isn stop then he pull me up kiss me and said i never cum with a condom whatev i hate condom just come on my tit he lay down and move my hip two or three minut later he lift my hip when i didn respond to that communic he yell get off and i jump off and look down to see him alreadi cum i freak out intern but tri to stay calm had he cum insid me i ask if i had gotten off soon enough i think so
1479,1479,He opened my trousers and I froze. I felt like I couldn’t move or say anything. I felt so stupid. I didn’t believe that it was really happening. ,1,,,,,,,,1,,,he open my trouser and i froze i felt like i couldn move or say anyth i felt so stupid i didn believ that it was realli happen
1480,1480,"

It took a while before I processed it as an assault. Sex was initially consensual, but he didn't want to use a condom. I insisted. He didn't listen and then didn't pull out.

He was so selfish in bed. He wanted blow job after blow job after blow job. He throatfucked me without me understanding what was happening. It was scary.
",1,1,,,,,,,,,,it took a while befor i process it as an assault sex was initi consensu but he didn want to use a condom i insist he didn listen and then didn pull out he was so selfish in bed he want blow job after blow job after blow job he throatfuck me without me understand what was happen it was scari
